status	retry_stage	kind	relative_path	url	error	failure_count	failed_at	next_retry_after	deferred_reason	stopped_at	stopped_reason
deferred	monthly	pdfs	pdfs/inside-the-pentagon-s-release-of-three-ufo-videos-11.pdf	https://apps.dtic.mil/dtic/tr/fulltext/u2/a215200.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:03:49Z	2026-08-10T17:03:49Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/inside-the-pentagon-s-release-of-three-ufo-videos-14.pdf	https://apps.dtic.mil/dtic/tr/fulltext/u2/a300047.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:03:49Z	2026-08-10T17:03:49Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/inside-the-pentagon-s-release-of-three-ufo-videos-15.pdf	https://apps.dtic.mil/dtic/tr/fulltext/u2/a318780.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:03:50Z	2026-08-10T17:03:50Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/inside-the-pentagon-s-release-of-three-ufo-videos-9.pdf	https://apps.dtic.mil/dtic/tr/fulltext/u2/a575861.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:03:50Z	2026-08-10T17:03:50Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/inside-the-pentagon-s-release-of-three-ufo-videos-13.pdf	https://apps.dtic.mil/dtic/tr/fulltext/u2/a588078.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:03:51Z	2026-08-10T17:03:51Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/inside-the-pentagon-s-release-of-three-ufo-videos-6.pdf	https://apps.dtic.mil/dtic/tr/fulltext/u2/a603516.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:03:52Z	2026-08-10T17:03:52Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/inside-the-pentagon-s-release-of-three-ufo-videos-7.pdf	https://apps.dtic.mil/dtic/tr/fulltext/u2/a603749.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:03:52Z	2026-08-10T17:03:52Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/inside-the-pentagon-s-release-of-three-ufo-videos-12.pdf	https://apps.dtic.mil/dtic/tr/fulltext/u2/a608403.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:03:53Z	2026-08-10T17:03:53Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/inside-the-pentagon-s-release-of-three-ufo-videos-5.pdf	https://apps.dtic.mil/dtic/tr/fulltext/u2/a640445.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:03:53Z	2026-08-10T17:03:53Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/inside-the-pentagon-s-release-of-three-ufo-videos-20.pdf	https://history.defense.gov/Portals/70/Documents/oral_history/OH_Trans_BUNNBradley9-12-08.pdf?ver=2017-12-07-093136-903	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:03:53Z	2026-08-10T17:03:53Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/inside-the-pentagon-s-release-of-three-ufo-videos-3.pdf	https://history.defense.gov/Portals/70/Documents/oral_history/OH_Trans_LACEY%20Mary1-16-09.pdf?ver=2017-12-07-093146-747	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:03:54Z	2026-08-10T17:03:54Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/inside-the-pentagon-s-release-of-three-ufo-videos-18.pdf	https://navysustainability.dodlive.mil/files/2017/03/USS-MONTEREY_SC_CompletePackage.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:03:54Z	2026-08-10T17:03:54Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/inside-the-pentagon-s-release-of-three-ufo-videos-17.pdf	https://www.acq.osd.mil/eie/Downloads/OE/Concept%20of%20Operations%20for%20Military%20ECUs.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:03:55Z	2026-08-10T17:03:55Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/john-jay-stratton.pdf	https://www.secnav.navy.mil/donhr/About/Senior-Executives/Biographies/Stratton%2C%20J.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:04:00Z	2026-08-10T17:04:00Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/joint-publication-3-61.pdf	https://irp.fas.org/doddir/dod/jp3_61.pdf	Unable to find page link for https://irp.fas.org/doddir/dod/jp3_61.pdf	3	2026-07-11T17:04:04Z	2026-08-10T17:04:04Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/nasa-voice-transcript.pdf	https://historycollection.jsc.nasa.gov/JSCHistoryPortal/history/mission_trans/GT11_TEC.PDF	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:04:15Z	2026-08-10T17:04:15Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/originally-disclosed.pdf	https://www.cia.gov/readingroom/docs/DOC_0000015279.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:04:25Z	2026-08-10T17:04:25Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/prior.pdf	https://www.cia.gov/readingroom/docs/DOC_0000015380.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:04:29Z	2026-08-10T17:04:29Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/procedural-filing.pdf	https://ia903401.us.archive.org/7/items/grusch_icig/David-Grusch-PPD-19-Procedural-Filing_text.pdf	Page.evaluate: Execution context was destroyed, most likely because of a navigation	3	2026-07-11T17:11:15Z	2026-08-10T17:11:15Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/records-retention-schedules.pdf	https://www.dcma.mil/Portals/31/Documents/Policy/MAN_4501-04_VOL1_20210416.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:11:24Z	2026-08-10T17:11:24Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/remanded-appeals.pdf	https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a108p.pdf?ver=2019-06-06-103957-437	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:11:24Z	2026-08-10T17:11:24Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/sentient-2.pdf	https://www.nro.gov/Portals/65/documents/foia/declass/ForAll/051719/F-2018-00108_C05112983.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:11:26Z	2026-08-10T17:11:26Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/series-500.pdf	https://www.esd.whs.mil/Portals/54/Documents/RPDD/RDS/500_Series_USD_Intelligence_and_Security.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:11:26Z	2026-08-10T17:11:26Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/source-2.pdf	https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2021/budget_justification/pdfs/03_RDT_and_E/RDTE_Vol1_DARPA_MasterJustificationBook_PB_2021.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:11:27Z	2026-08-10T17:11:27Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/transcript.pdf	https://www.mc.mil/Portals/0/pdfs/KSM2/KSM%20II%20%28TRANS8Dec2017-MERGED%29.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:11:33Z	2026-08-10T17:11:33Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/troy-e-meink.pdf	https://www.nro.gov/Portals/65/documents/about/leadership/Meink%20BIO%20PDDNRO.pdf?ver=MK6JiDUJUD-NiiZXcLiA8g==	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:11:34Z	2026-08-10T17:11:34Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/was-filed.pdf	https://www.dia.mil/Portals/110/Documents/FOIA/All%20PDFs/FOIA_Request_Log_2018.pdf	Direct gov/mil download failed; deferring before browser retry.	3	2026-07-11T17:11:42Z	2026-08-10T17:11:42Z	previous download failed; waiting before retry		
deferred	monthly	pdfs	pdfs/disclosure-of-urgent-concern-s-complaint-of-reprisal-to-the-icig.pdf	https://ia802708.us.archive.org/14/items/grusch_icig/David-Grusch-PPD-19-Procedural-Filing_text.pdf	Page.evaluate: Execution context was destroyed, most likely because of a navigation	3	2026-07-11T17:11:45Z	2026-08-10T17:11:45Z	previous download failed; waiting before retry		
