kind	filename	source_category	relative_path	url	bytes	sha256	valid
metadata	catalog-export-566658.json		metadata/catalog-export-566658.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-566658.json	7521	70d2d03ff3aace97b37db4a3f0fdf19fec9566ab64789db830c4347403518f9d	True
metadata	catalog-export-566843.json		metadata/catalog-export-566843.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-566843.json	5064	6d57925fa169378f269e3a544a5f91cc224e5b04aa045f4c0c2162715b8d9686	True
metadata	catalog-export-5833930.json		metadata/catalog-export-5833930.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-5833930.json	4761	3013f32b2608cc8474fa42a6c6975e49a057c37344f5f70f18b0178f143060ff	True
metadata	catalog-export-595175.json		metadata/catalog-export-595175.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-595175.json	5693	a2e4953af1a170af9bb07057f591f2caf6d9073514ece0dc3cf58a8aa0bda876	True
metadata	catalog-export-5954651.json		metadata/catalog-export-5954651.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-5954651.json	5645	587d534f912570760703b4f50206407b17376f0b1d7b4bc2be9fcfee55dbcd6e	True
metadata	catalog-export-595466.json		metadata/catalog-export-595466.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-595466.json	8447	bdfd071ebc3f94db273978c143371bb3c6dcd9f5876322f4b76405d9183c65c5	True
metadata	catalog-export-5956182.json		metadata/catalog-export-5956182.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-5956182.json	10893	1cb3c67463eb8992f7932f5507bb23cb5bb9e4c4d2adc078e16a7c9218e517dc	True
metadata	catalog-export-597821.json		metadata/catalog-export-597821.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-597821.json	89836815	37d6e749ef8f12548938b0609a4e00032902c0329749e2617d12aa346585af3d	False
metadata	catalog-export-614788.json		metadata/catalog-export-614788.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-614788.json	6654	85d3e4ba248a00458ddd1bfa5f44c7df25819f28ccaa3526ae4d8e74e6b34d63	True
metadata	catalog-export-617148.json		metadata/catalog-export-617148.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-617148.json	3516	00cc932be49710d6041025ec84dc6e69a9e91c33260c7e7715a4917bf252d51d	True
metadata	catalog-export-61934.json		metadata/catalog-export-61934.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-61934.json	6227	45be82f0371ca885f16e2a118b1b6a960c1549929b2eaffbd76c02163a727668	True
metadata	catalog-export-68170.json		metadata/catalog-export-68170.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-68170.json	7145	c32a3e53c18b07b5ed3a92614833ff83d09e536e4c6a9b19d90e049f8e1637c7	True
metadata	catalog-export-68175.json		metadata/catalog-export-68175.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-68175.json	4591	fdff75e33b370dc6bcee6ceeb4139679b0d68d232c5e9f1f34f2a756dabd085c	True
