status	document_id	bytes	sha256	relative_path	title	category	url
existing	18719	980739	a6717ba52f2669ff4d70885689826653c6763abbc1e99a747fd8190f9c5b6b1c	documents/18719-ralph-lachman-md-report.pdf	Ralph Lachman MD report		https://drstevengreer.com/wp-content/uploads/2022/06/Ralph-Lachman-MD-report.pdf
existing	27944	506996	f1ffc920e4ef4b0e937f2ea0a5119141442f49785ad8847edb5bdb0f0cbb5655	documents/27944-recommended-address-to-the-world-regarding-uap-nhi.pdf	RECOMMENDED ADDRESS TO THE WORLD REGARDING UAP/NHI	Dr Greer's Papers , Letters and Briefings	https://drstevengreer.com/wp-content/uploads/2024/12/RECOMMENDED-ADDRESS-TO-THE-WORLD-REGARDING-UAP-NHI.pdf
existing	18721	269189	a221f290f31c1a011311a41a565544346859d2d0a8acabfc1c39a8619250a103	documents/18721-rendlesham-forest-halt-memo.pdf	Rendlesham Forest Halt Memo	Rendlesham Forest Incident – December 27, 1980	https://drstevengreer.com/wp-content/uploads/2022/06/Rendlesham-Forest-Halt-Memo.pdf
existing	18671	706551	d117322fca37ceaf718bd96d0cfee6f0beab06532ad5624712930770bd99eaea	documents/18671-reports-of-incident.pdf	Reports of Incident	Malmstrom Air Force Base Incident – March 16, 1967	https://drstevengreer.com/wp-content/uploads/2022/06/Maelstrom-Report.pdf
existing	25806	457650	ce606254559a5dac7e5015a502a84c92f5350b19c5805b6d2e6cfc14287436e8	documents/25806-response-to-dni-report-june-2021.pdf	Response to DNI Report – June 2021	Dr Greer's Papers	https://drstevengreer.com/wp-content/uploads/2023/06/Response-to-DNI-Report.pdf
existing	18723	58917	3af49303bf8aae790d0b916979851e256dfaf9308d05c9a3e1f327176fabb12d	documents/18723-roswell.pdf	roswell		https://drstevengreer.com/wp-content/uploads/2022/06/roswell.pdf
existing	18725	30832	702b09a37900398e9ba78b26ce1363ec5fa42ab1765f5f9f717539d38102f07a	documents/18725-sciencearticle1.pdf	ScienceArticle1		https://drstevengreer.com/wp-content/uploads/2022/06/ScienceArticle1.pdf
existing	18727	532523	67fd855588700ddd9b7ad1d0d033fca1dce9ee52b2f62caf722ae7e301431eca	documents/18727-second-commander-fred-kingdon-witness-report.pdf	Second Commander Fred Kingdon Witness Report	Sighting of UFO Off The Newfoundland Coast – February 10, 1951	https://drstevengreer.com/wp-content/uploads/2022/06/Second-Commander-Fred-Kingdon-Report.pdf
existing	18729	13027	f4685b827740f25579ca209fb87214e49df33beae34927f76ae050720858289d	documents/18729-senior-cia-official.docx	Senior CIA official		https://drstevengreer.com/wp-content/uploads/2022/06/Senior-CIA-official.docx
existing	26489	1570025	c82901f3e7e4e21a1b4f2f6bd9bf615ec8c71d83d72b1e68559c8da3cbb5eff5	documents/26489-sentinels-of-ether.pdf	Sentinels of Ether	Disclosure Documents	https://drstevengreer.com/wp-content/uploads/2023/08/Sentinels-of-Ether.pdf
existing	18731	12753	1f4e989e859e829a4183f81f11dd050228697f59d26dc176b54e06332ebe73ef	documents/18731-sgbio-dec-2011.pdf	sgbio dec 2011		https://drstevengreer.com/wp-content/uploads/2022/06/sgbio-dec-2011.pdf
existing	18733	1084420	d0ba1f66c47c5c88197fa03203b626d96a9d72e9f5d20efcb25ed6e80df56ee2	documents/18733-signed-lachman-report.pdf	signed Lachman report		https://drstevengreer.com/wp-content/uploads/2022/06/signed-Lachman-report.pdf
existing	18735	2091065	9446b9d471f9e3754a35b0347b9c3e779a2e845a2d7c35345a87b8588857dddd	documents/18735-smg-report-4-22-2013-final-complete.pdf	SMG report 4 22 2013 FINAL COMPLETE		https://drstevengreer.com/wp-content/uploads/2022/06/SMG-report-4-22-2013-FINAL-COMPLETE.pdf
existing	18737	2090129	9cceb46e15ce71b910ff24f7452f0d4daec4720ef50c359e8b756a35cba45c09	documents/18737-smg-report-4-22-2013-final-revised.pdf	SMG report 4 22 2013 FINAL REVISED		https://drstevengreer.com/wp-content/uploads/2022/06/SMG-report-4-22-2013-FINAL-REVISED.pdf
existing	18739	150018	d8069f5871690229be3e9aa118eb8ccf34c3792b2a91f7ff1970d0bf3e53145b	documents/18739-spectrum-of-reality.pdf	Spectrum of Reality		https://drstevengreer.com/wp-content/uploads/2022/06/Spectrum-of-Reality.pdf
existing	18741	100264	8fd9f52b4f2138184384ba96491f9bb79c1598a94ceab6570c454329501fab26	documents/18741-spiritofmaatarticlemarch2003edited-updatedapril2011.pdf	SpiritofMaatArticleMarch2003edited updatedApril2011		https://drstevengreer.com/wp-content/uploads/2022/06/SpiritofMaatArticleMarch2003edited-updatedApril2011.pdf
existing	18743	2603026	4076ad459954ee5921383dae96b191bf163dbbf1894f631ab12255e3ecaa3487	documents/18743-sporade-objectives-2007.pdf	Sporade objectives 2007		https://drstevengreer.com/wp-content/uploads/2022/06/Sporade-objectives-2007.pdf
existing	18745	84534	349c7ae91a02afaa36fa5e86b2c831155ad018569a372396c8ca2b97f45fed36	documents/18745-sporade-objectives-2007-translation-2015.pdf	Sporade objectives 2007 translation 2015		https://drstevengreer.com/wp-content/uploads/2022/06/Sporade-objectives-2007-translation-2015.pdf
existing	18749	39506	5a34b7b0cda6f028bc19b7ca981dfc937cfcdc0611e1796887b63aae6c7237e7	documents/18749-tef.pdf	TEF		https://drstevengreer.com/wp-content/uploads/2022/06/TEF.pdf
existing	18610	133073	1012d520b446807a26251d14aee98252aa488be65cae44987d43e3b198b42e45	documents/18610-the-crossing-point.pdf	The Crossing Point	Dr Greer's Papers	https://drstevengreer.com/wp-content/uploads/2022/06/Crossing_Point.pdf
existing	25808	477872	87b76c37d798888e47cca347851183e5d9f95084c04ab69c5e3a96d011f5dfb1	documents/25808-the-foundations-of-interplanetary-unity.pdf	The Foundations of Interplanetary Unity	Dr Greer's Papers	https://drstevengreer.com/wp-content/uploads/2023/06/Foundations-of-Interplanetary-Unity.pdf
existing	25815	675446	ba58067cf239b51215aa8dd13f709efd677beaff9c016164096b75f6d9de54ef	documents/25815-the-imperative-of-consciousness.pdf	The Imperative Of Consciousness	Dr Greer's Papers	https://drstevengreer.com/wp-content/uploads/2023/06/The-Imperative-of-Consciousness.pdf
existing	25813	658782	2620b2f5a7e6d504fbd0673a299b000739c6a1121d049ed6f2573f7d10c2e80c	documents/25813-the-new-earth-incubator-fund.pdf	The New Earth Incubator Fund	Dr Greer's Papers	https://drstevengreer.com/wp-content/uploads/2023/06/The-New-Incubator-Fund.pdf
existing	18751	50178	8ab1f478e9801cb8cb057d3b391a6e1b60a34c0cb4a9d0af1d563419342f6a28	documents/18751-the-unacknowledged-terror.pdf	The Unacknowledged Terror	Dr Greer's Papers	https://drstevengreer.com/wp-content/uploads/2022/06/TheUnacknowledgedTerror.pdf
existing	25811	691122	1463a4ea8a768faf61fda7f34029e350cd8428fc81694bc1ddadb5c07856e546	documents/25811-the-unacknowledged-threat.pdf	The Unacknowledged Threat	Dr Greer's Papers	https://drstevengreer.com/wp-content/uploads/2023/06/Secret-and-Covert-Operations.pdf
existing	22800	304742	6cb29e3248ea0084de456782a35d927fbb5335099b52a7084b83a1b3592e4256	documents/22800-top-ten-overunity-devices-of-the-last-100-years.pdf	Top Ten Overunity Devices of the Last 100 Years	New Energy , Related Papers	https://drstevengreer.com/wp-content/uploads/2023/06/Top-10-OU-revised-3.1docx.pdf
existing	18753	42076	216d67f40b0f299e684266570cf03e1ea0e41d0e0828ecb19c94157266b0324c	documents/18753-translation-sept-2015-mindef-letter.pdf	Translation Sept 2015 MinDef letter		https://drstevengreer.com/wp-content/uploads/2022/06/Translation-Sept-2015-MinDef-letter.pdf
existing	18755	18611	3a57a540916af9620ef949249171cdb3db543e7811f9fdd9d4dfb37cb9e7ec14	documents/18755-ttsa-team.docx	TTSA Team		https://drstevengreer.com/wp-content/uploads/2022/06/TTSA-Team.docx
existing	18757	146233	a143f2d19fb6a0da7b50ec6674c68f1ccd1db5936db84798867f1ec994a3eeb6	documents/18757-unacknowledged.pdf	Unacknowledged	Dr Greer's Papers	https://drstevengreer.com/wp-content/uploads/2022/06/Unacknowledged.pdf
existing	18759	43466	82bc6d6285c64b0bfb3bcc175d1227a655c03f94b77d2e40d0c525ca933dd0ae	documents/18759-understanding-ufo-secrecy.pdf	Understanding UFO Secrecy	Dr Greer's Papers	https://drstevengreer.com/wp-content/uploads/2022/06/UnderstandingUFOSecrecy.pdf
existing	25929	544701	3927b8bd0afba719d828305cdbc2b0ad7b340df13d93bc06f5c202419046103b	documents/25929-united-states-government-versus-illegal-secret-government-strategic-technology-disadvantages.pdf	United States Government Versus Illegal Secret Government – Strategic Technology Disadvantages	Dr Greer's Papers	https://drstevengreer.com/wp-content/uploads/2023/07/NATIONAL-SECURITY-ALERT-FOR-UNITED-STATES-AND-OTHER-WORLD-GOVERNMENTS-RELATED-TO-UAP-UFOS.pdf
existing	17393	349240	4adf2c64465f8d16d3504d64227e31cfe282fe91bb017522303c02a8199e866d	documents/17393-unless-otherwise-directed-unod-letter-1996.pdf	Unless Otherwise Directed (UNOD ) letter – (1996)	Letters and Briefings	https://drstevengreer.com/wp-content/uploads/2022/05/Unless-Otherwise-Directed-UNOD-letter-–-1996.pdf
existing	29690	103664	78f5ee296730b6ec4e53d8a8ad45304b899661af00710e78acd5783efea89dd7	documents/29690-unod-6-29-26-media-copy-redacted.pdf	UNOD 6-29-26 media copy_Redacted		https://drstevengreer.com/wp-content/uploads/2026/06/UNOD-6-29-26-media-copy_Redacted.pdf
existing	17395	355235	bfebc00e624e3604690f6dd60f6cf0aefe41ef1583da59f705b204d57453994d	documents/17395-unod-follow-up-open-letter-1997.pdf	UNOD follow up open letter – (1997)	Letters and Briefings	https://drstevengreer.com/wp-content/uploads/2022/05/UNOD-letter-–-follow-up-–-Letter-of-January-1-1997.pdf
existing	18580	1125788	752877851c5e041f66baa3f445c4ecfe7d60afdbfecd6e8f0ecfa32d7b22a92d	documents/18580-usaps-and-black-budget-jane-s-international-defense-review-january-2000.pdf	USAPs and Black Budget – Jane’s International Defense Review — January 2000	Related Papers	https://drstevengreer.com/wp-content/uploads/2022/06/Black-Budget-article.pdf
existing	18761	228785	e75783b1e9f06452ae7db94e726be3f6602eedc6ce4ce534d4b5668722b3fed5	documents/18761-walter-smith-flying-saucers.pdf	Walter Smith Flying Saucers		https://drstevengreer.com/wp-content/uploads/2022/06/Walter-Smith-Flying-Saucers.pdf
existing	18763	200637	c1158eb8d011470d46600e5ebd63ff4def56788f4a1c8fe12e7ae8a700753f86	documents/18763-whatwillweeat.pdf	whatwillweeat		https://drstevengreer.com/wp-content/uploads/2022/06/whatwillweeat.pdf
existing	25771	220485	be5fa4a8f3f47682517ef6ded07b4e09a679f467461d8494851806a92fcd359f	documents/25771-when-disclosure-serves-secrecy.pdf	When Disclosure Serves Secrecy	Dr Greer's Papers	https://drstevengreer.com/wp-content/uploads/2023/06/WHEN-DISCLOSURE-SERVES-SECRECY.pdf
existing	18765	172088	0d97fc90ff5de4951fc62ed8c5b98de972517dfb7464f44c58877fa27c4d9802	documents/18765-wisdom-from-the-ets.pdf	Wisdom From the ETs		https://drstevengreer.com/wp-content/uploads/2022/06/Wisdom-From-the-ETs.pdf
existing	18617	176295	35269fefc9ea34d3214521a0fc2151a638b494b679dedbd3a0a09f0d9aa03ba9	documents/18617-witness-overview.pdf	Witness Overview	Disclosure Documents	https://drstevengreer.com/wp-content/uploads/2022/06/DP-Witness-Overview-Long.pdf
existing	18767	803463	bc2e5aada3a6ccc11c4d179d38dc892e338417f8c9f2289afc67aab59849c8a9	documents/18767-workinggroupmanual.pdf	WorkingGroupManual		https://drstevengreer.com/wp-content/uploads/2022/06/WorkingGroupManual.pdf
existing	18771	7413505	a465aa29b8d4ff3b19eaebf0d532588ced04a039cafee03eea46dcf1566fd7cd	documents/18771-zero-point-energy-aviation-week-and-space-technology-march-2004.pdf	Zero Point Energy – Aviation Week and Space Technology – March 2004	NRO Documents , Related Papers	https://drstevengreer.com/wp-content/uploads/2022/06/Zero-Point-Energy.pdf
existing	18578	1296144	dd20ef4a440961b932fc5ffd6e8631e7508920b8a04b52753b34763528851eb1	documents/18578-black-budget-from-the-national-journal-april-1987.pdf	“Black Budget” from the National Journal – April 1987	Related Papers	https://drstevengreer.com/wp-content/uploads/2022/06/Black-Budget-2.pdf
