status	kind	bytes	sha256	relative_path	title	url
existing	pdfs	833113	ecf8ff2266af3a8acdee2093dbfef0e73752819b9a0e7182ec33eb9b5d5b83b6	pdfs/a-versatile-rock-melting-system-for-the-formation-of-small-diameter-horizontal-glass-lined-holes.pdf	A Versatile Rock Melting System For the Formation of Small Diameter Horizontal Glass Lined Holes	https://documents.theblackvault.com/documents/ufos/1418799.pdf
existing	pdfs	4345566	517f0dac125c3d93c786171682a8337c7a7a75ac2adfea766408a432af67a038	pdfs/a11066-5-1-27-part-b-3315433-pdf.pdf	A11066_5-1-27_Part B_3315433.pdf	https://documents.theblackvault.com/documents/ufos/australia/A11066_5-1-27_Part%20B_3315433.pdf
existing	pdfs	2263885	9bd5e30bcb9406787eeb01388d244cb512c8e7e961668e53c56be2d406e37175	pdfs/a12639-5-1-air-7267079-pdf.pdf	A12639_5-1-AIR_7267079.pdf	https://documents.theblackvault.com/documents/ufos/australia/A12639_5-1-AIR_7267079.pdf
existing	pdfs	4987342	63490f135aa3c6627a5e425b54ebefb601ee35442046a7ca5be63b06f6688b0c	pdfs/a1336-68837-4999213-pdf.pdf	A1336_68837_4999213.pdf	https://documents.theblackvault.com/documents/ufos/australia/A1336_68837_4999213.pdf
existing	pdfs	7952687	dc12593b5e797c7a2cc00e1199ec4032d7b9fc402a601755fa807f32d1c22826	pdfs/a13693-3092-2-000-30030606-pdf.pdf	A13693_3092-2-000_30030606.pdf	https://documents.theblackvault.com/documents/ufos/australia/A13693_3092-2-000_30030606.pdf
existing	pdfs	385882	97e0629df839e2fd4273214cd0f828756e0d15f33b38cde8527e5049b7575bad	pdfs/a1533-1956-2773-1184434-pdf.pdf	A1533_1956-2773_1184434.pdf	https://documents.theblackvault.com/documents/ufos/australia/A1533_1956-2773_1184434.pdf
existing	pdfs	1283712	2f3df5f7a5958eef452794c548928c0eb5cc0a4aece329a994387cb6111fb4fc	pdfs/a1945-10-1-70-12254705-pdf.pdf	A1945_10-1-70_12254705.pdf	https://documents.theblackvault.com/documents/ufos/australia/A1945_10-1-70_12254705.pdf
existing	pdfs	15874543	59c5004efe2403cffa3227ddb7f46682069ed8d5839b4c80884d87965469f5ed	pdfs/a4703-1978-1205-11485989-pdf.pdf	A4703_1978-1205_11485989.pdf	https://documents.theblackvault.com/documents/ufos/australia/A4703_1978-1205_11485989.pdf
existing	pdfs	6066930	4f389961c58d93ae7c1e978ab9bf8251c776154e531430e9d524b239f6604c6b	pdfs/a6122-2155-8194228-pdf.pdf	A6122_2155_8194228.pdf	https://documents.theblackvault.com/documents/ufos/australia/A6122_2155_8194228.pdf
existing	pdfs	529074	7ad00a2b091d0ea0ce80c8b6dfda280071cc0d8fb021b573d00b69afbc89237e	pdfs/a6826-1361-1-1-3-8220868-pdf.pdf	A6826_1361-1-1-3_8220868.pdf	https://documents.theblackvault.com/documents/ufos/australia/A6826_1361-1-1-3_8220868.pdf
existing	pdfs	38262893	474a9a21b322f97cdb85347173a42022a3da78ea4af7cc4ef89947c086356aa6	pdfs/a703-554-1-30-part-1-637518-pdf.pdf	A703_554-1-30_Part 1_637518.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_554-1-30_Part%201_637518.pdf
existing	pdfs	52495941	6ed136f8f1eda7787093b32ea121eb2a567419cb0ab08fba64cbd26a4f43c46c	pdfs/a703-554-1-30-part-2-12055824-pdf.pdf	A703_554-1-30_Part 2_12055824.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_554-1-30_Part%202_12055824.pdf
existing	pdfs	41209510	0c1ad2284145eed0e56c0e49b5077cd4548d81305a8357313c190d55a5815efd	pdfs/a703-554-1-30-part-3-12055850-pdf.pdf	A703_554-1-30_Part 3_12055850.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_554-1-30_Part%203_12055850.pdf
existing	pdfs	9273037	8355304956a7cced8121ac4db7a60d669e842cbec260583495298bae67ae0424	pdfs/a703-569-5-451-part-1-12181755-pdf.pdf	A703_569-5-451_Part 1_12181755.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_569-5-451_Part%201_12181755.pdf
existing	pdfs	32654751	9941e8c2ffc87fa3d7dbaccc3fd139e552af73d92b0bd6384dff23ba2c20c090	pdfs/a703-580-1-1-part-10-646556-pdf.pdf	A703_580-1-1_Part 10_646556.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_580-1-1_Part%2010_646556.pdf
